###########Mycenaean and Early Classical Greece###########

###########Empire Titles###########
c_mycenae_adj;Mykenaean;;;;;;;;;;;;;x
c_megara;Megara;;;;;;;;;;;;;x
c_megara_adj;Megaran;;;;;;;;;;;;;x
c_sykyon;Sykyon;;;;;;;;;;;;;x
c_sykyon_adj;Sykyonian;;;;;;;;;;;;;x
c_aigeira;Aigeira;;;;;;;;;;;;;x
c_aigeira_adj;Aigeiran;;;;;;;;;;;;;x
c_aegion;Aigio;;;;;;;;;;;;;x
c_aegion_adj;Aegionite;;;;;;;;;;;;;x
c_salamis;Salamína;;;;;;;;;;;;;x
c_salamis_adj;Salamites;;;;;;;;;;;;;x
c_elis;Elis;;;;;;;;;;;;;x
c_elis_adj;Elisite;;;;;;;;;;;;;x
c_tyhos;Tyhos Dymaeon;;;;;;;;;;;;;x
c_tyhos_adj;Tyhosites;;;;;;;;;;;;;x
c_dymes;Dymes;;;;;;;;;;;;;x
c_dymes_adj;Dymesite;;;;;;;;;;;;;x
c_kleitor;Kleitor;;;;;;;;;;;;;x
c_kleitor_adj;Kleitorian;;;;;;;;;;;;;x
c_orchomenus;Orchomenus;;;;;;;;;;;;;x
c_orchomenus_adj;Orchomenusite;;;;;;;;;;;;;x
c_pheneos;Pheneos;;;;;;;;;;;;;x
c_pheneos_adj;Pheneosian;;;;;;;;;;;;;x
c_tegea;Tegea;;;;;;;;;;;;;x
c_tegea_adj;Tegeasian;;;;;;;;;;;;;x
c_argos;Argos;;;;;;;;;;;;;x
c_argos_adj;Argosi;;;;;;;;;;;;;x
c_mases;Mases;;;;;;;;;;;;;x
c_mases_adj;Masesi;;;;;;;;;;;;;x
c_methana;Methana;;;;;;;;;;;;;x
c_methana_adj;Methanai;;;;;;;;;;;;;x
c_lacedemonia;Lakonía;;;;;;;;;;;;;x
c_lacedemonia_adj;Lakonían;;;;;;;;;;;;;x
c_prasiai;Prasiai;;;;;;;;;;;;;x
c_prasiai_adj;Prasiaini;;;;;;;;;;;;;x
c_epidauros_limera;Epidauros Limera;;;;;;;;;;;;;x
c_epidauros_limera_adj;Epidaurosani;;;;;;;;;;;;;x
c_gytheion;Gytheion;;;;;;;;;;;;;x
c_gytheion_adj;Gytheionai;;;;;;;;;;;;;x
c_kastri;Kastrí;;;;;;;;;;;;;x
c_kastri_adj;Kastrian;;;;;;;;;;;;;x
c_messene;Messene;;;;;;;;;;;;;x
c_messene_adj;Messenai;;;;;;;;;;;;;x
c_dorion;Dorion;;;;;;;;;;;;;x
c_dorion_adj;Dorioan;;;;;;;;;;;;;x
c_pylos;Pylos;;;;;;;;;;;;;x
c_pylos_adj;Pylosani;;;;;;;;;;;;;x
c_gerenia;Gerenía;;;;;;;;;;;;;x
c_gerenia_adj;Gereniai;;;;;;;;;;;;;x
c_attica;Attica;;;;;;;;;;;;;x
c_attica_adj;Attican;;;;;;;;;;;;;x
c_eleusis;Eleusis;;;;;;;;;;;;;x
c_eleusis_adj;Eleusisian;;;;;;;;;;;;;x
c_marathon;Marathon;;;;;;;;;;;;;x
c_marathon_adj;Marathonian;;;;;;;;;;;;;x
c_perati;Perati;;;;;;;;;;;;;x
c_perati_adj;Peratian;;;;;;;;;;;;;x
c_platea;Plataia;;;;;;;;;;;;;x
c_platea_adj;Plataian;;;;;;;;;;;;;x
c_thebes;Thêbai;;;;;;;;;;;;;x
c_thebes_adj;Thêbaian;;;;;;;;;;;;;x
c_opus;Opoûs;;;;;;;;;;;;;x
c_opus_adj;Opoûsian;;;;;;;;;;;;;x
c_chaeronea;Khaironeia;;;;;;;;;;;;;x
c_chaeronea_adj;Khaironeia;;;;;;;;;;;;;x
c_dium;Dion;;;;;;;;;;;;;x
c_dium_adj;Dionian;;;;;;;;;;;;;x
c_eretria;Eretria;;;;;;;;;;;;;x
c_eretria_adj;Eretrian;;;;;;;;;;;;;x
c_dystos;Dystos;;;;;;;;;;;;;x
c_dystos_adj;Dystosian;;;;;;;;;;;;;x
c_peparethos;Peparethos;;;;;;;;;;;;;x
c_peparethos_adj;Peparethosi;;;;;;;;;;;;;x

###########Achaean Baronies###########
b_mycenae;Mykenae;;;;;;;;;;;;;x
b_mycenae_adj;Mykenaean;;;;;;;;;;;;;x
b_corinth;Kórinthos;;;;;;;;;;;;;x
b_corinth_adj;Korinthian;;;;;;;;;;;;;x
b_nemea;Nemea;;;;;;;;;;;;;x
b_nemea_adj;Nemeaite;;;;;;;;;;;;;x
b_kleonai;Kleonai;;;;;;;;;;;;;x
b_kleonai_adj;Kleonaian;;;;;;;;;;;;;x
b_megara;Megara;;;;;;;;;;;;;x
b_megara_adj;Megaran;;;;;;;;;;;;;x
b_therme;Therme;;;;;;;;;;;;;x
b_therme_adj;Thermite;;;;;;;;;;;;;x
b_pagae;Pagae;;;;;;;;;;;;;x
b_pagae_adj;Pagae;;;;;;;;;;;;;x
b_isthmia;Isthmia;;;;;;;;;;;;;x
b_isthmia_adj;Isthmian;;;;;;;;;;;;;x
b_sykyon;Sykyon;;;;;;;;;;;;;x
b_sykyon_adj;Sykyonian;;;;;;;;;;;;;x
b_pellene;Pellene;;;;;;;;;;;;;x
b_pellene_adj;Pellen;;;;;;;;;;;;;x
b_aigeira;Aigeira;;;;;;;;;;;;;x
b_aigeira_adj;Aigeiran;;;;;;;;;;;;;x
b_aegion;Aegion;;;;;;;;;;;;;x
b_aegion_adj;Aegionite;;;;;;;;;;;;;x
b_patra;Pátra;;;;;;;;;;;;;x
b_patra_adj;Pátran;;;;;;;;;;;;;x
b_panormos;Panormos;;;;;;;;;;;;;x
b_panormos_adj;Panormosite;;;;;;;;;;;;;x
b_leontion;Leontion;;;;;;;;;;;;;x
b_leontion_adj;Leontionian;;;;;;;;;;;;;x
b_salamis;Salamína;;;;;;;;;;;;;x
b_salamis_adj;Salamites;;;;;;;;;;;;;x
b_aigina;Aígina;;;;;;;;;;;;;x
b_aigina_adj;Aíginan;;;;;;;;;;;;;x
b_aphaea;Aphaea;;;;;;;;;;;;;x
b_aphaea_adj;Aphaeaian;;;;;;;;;;;;;x
b_elis;Elis;;;;;;;;;;;;;x
b_elis_adj;Elisite;;;;;;;;;;;;;x
b_letrinoi;Letrinoi;;;;;;;;;;;;;x
b_letrinoi_adj;Letrinoian;;;;;;;;;;;;;x
b_opus;Opus;;;;;;;;;;;;;x
b_opus_adj;Locri;;;;;;;;;;;;;x
b_olympia;Olympia;;;;;;;;;;;;;x
b_olympia_adj;Olympian;;;;;;;;;;;;;x
b_pisa;Pisa;;;;;;;;;;;;;x
b_pisa_adj;Pisani;;;;;;;;;;;;;x
b_tyhos;Tyhos Dymaeon;;;;;;;;;;;;;x
b_tyhos_adj;Tyhosites;;;;;;;;;;;;;x
b_olenos;Olenos;;;;;;;;;;;;;x
b_olenos_adj;Olenosite;;;;;;;;;;;;;x
b_kyllini;Kyllini;;;;;;;;;;;;;x
b_kyllini_adj;Kyllinite;;;;;;;;;;;;;x
b_myrsini;Myrsini;;;;;;;;;;;;;x
b_myrsini_adj;Myrsinine;;;;;;;;;;;;;x
b_bouprasion;Bouprasion;;;;;;;;;;;;;x
b_bouprasion_adj;Bouprasionian;;;;;;;;;;;;;x
b_dymes;Dymes;;;;;;;;;;;;;x
b_dymes_adj;Dymesite;;;;;;;;;;;;;x
b_pharae;Pharae;;;;;;;;;;;;;x
b_pharae_adj;Pharaenian;;;;;;;;;;;;;x
b_tritaia;Tritaia;;;;;;;;;;;;;x
b_tritaia_adj;Tritaian;;;;;;;;;;;;;x
b_kleitor;Kleitor;;;;;;;;;;;;;x
b_kleitor_adj;Kleitorian;;;;;;;;;;;;;x
b_psophis;Psophis;;;;;;;;;;;;;x
b_psophis_adj;Psophisian;;;;;;;;;;;;;x
b_orchomenus;Orchomenus;;;;;;;;;;;;;x
b_orchomenus_adj;Orchomenusite;;;;;;;;;;;;;x
b_hypsus;Hypsus;;;;;;;;;;;;;x
b_hypsus_adj;Hypsusian;;;;;;;;;;;;;x
b_pheneos;Pheneos;;;;;;;;;;;;;x
b_pheneos_adj;Pheneosian;;;;;;;;;;;;;x
b_alea;Alea;;;;;;;;;;;;;x
b_alea_adj;Alean;;;;;;;;;;;;;x
b_omeae;Omeae;;;;;;;;;;;;;x
b_omeae_adj;Omeaean;;;;;;;;;;;;;x
b_stymphalos;Stymphalos;;;;;;;;;;;;;x
b_stymphalos_adj;Stymphalosi;;;;;;;;;;;;;x
b_tegea;Tegea;;;;;;;;;;;;;x
b_tegea_adj;Tegeasian;;;;;;;;;;;;;x
b_thyreai;Thyreai;;;;;;;;;;;;;x
b_thyreai_adj;Thyreaian;;;;;;;;;;;;;x
b_mantineia;Mantineia;;;;;;;;;;;;;x
b_mantineia_adj;Mantineian;;;;;;;;;;;;;x
b_oresthesium;Oresthesium;;;;;;;;;;;;;x
b_oresthesium_adj;Oresthesi;;;;;;;;;;;;;x

###########Lakonian Baronies###########
b_lacedemonia;Lakonía;;;;;;;;;;;;;x #sparta
b_lacedemonia_adj;Spartan;;;;;;;;;;;;;x
b_amyclae;Amyclae;;;;;;;;;;;;;x
b_amyclae_adj;Amyclaen;;;;;;;;;;;;;x
b_phare;Phare;;;;;;;;;;;;;x
b_phare_adj;Phareni;;;;;;;;;;;;;x
b_vaphio;Vaphio;;;;;;;;;;;;;x
b_vaphio_adj;Vaphioian;;;;;;;;;;;;;x
b_menelaeion;Menelaeion;;;;;;;;;;;;;x
b_menelaeion_adj;Menelaeionai;;;;;;;;;;;;;x
b_prasiai;Prasiai;;;;;;;;;;;;;x
b_prasiai_adj;Prasiaini;;;;;;;;;;;;;x
b_kypantha;Kypantha;;;;;;;;;;;;;x
b_kypantha_adj;Kypanthan;;;;;;;;;;;;;x
b_epidauros_limera;Epidauros Limera;;;;;;;;;;;;;x
b_epidauros_limera_adj;Epidaurosani;;;;;;;;;;;;;x
b_pavlopetri;Pavlopetri;;;;;;;;;;;;;x
b_pavlopetri_adj;Pavlopetria;;;;;;;;;;;;;x
b_helius;Helius;;;;;;;;;;;;;x
b_helius_adj;Heliusani;;;;;;;;;;;;;x
b_zarax;Zarax;;;;;;;;;;;;;x
b_zarax_adj;Zaraxi;;;;;;;;;;;;;x
b_boiai;Boiaí;;;;;;;;;;;;;x
b_boiai_adj;Boiaini;;;;;;;;;;;;;x
b_gytheion;Gytheion;;;;;;;;;;;;;x
b_gytheion_adj;Gytheionai;;;;;;;;;;;;;x
b_kardamyli;Kardamili;;;;;;;;;;;;;x
b_kardamyli_adj;Kardamilini;;;;;;;;;;;;;x
b_leuktros;Leuktros;;;;;;;;;;;;;x
b_leuktros_adj;Leuktrosi;;;;;;;;;;;;;x
b_bitsoulo;Bítsoulo;;;;;;;;;;;;;x
b_bitsoulo_adj;Bítsouloni;;;;;;;;;;;;;x
b_teuthrone;Teuthrone;;;;;;;;;;;;;x
b_teuthrone_adj;Teuthronai;;;;;;;;;;;;;x
b_casenopolis;Casenopolis;;;;;;;;;;;;;x
b_casenopolis_adj;Casenopolisi;;;;;;;;;;;;;x
b_kastri;Kastrí;;;;;;;;;;;;;x
b_kastri_adj;Kastrian;;;;;;;;;;;;;x
b_skandeia;Skandeia;;;;;;;;;;;;;x
b_skandeia_adj;Skandeian;;;;;;;;;;;;;x
b_kythria;Kythira;;;;;;;;;;;;;x
b_kythria_adj;Kythira;;;;;;;;;;;;;x
b_messene;Messene;;;;;;;;;;;;;x
b_messene_adj;Messenai;;;;;;;;;;;;;x
b_oichalia;Oichalía;;;;;;;;;;;;;x
b_oichalia_adj;Oichalian;;;;;;;;;;;;;x
b_koroni;Koroni;;;;;;;;;;;;;x
b_koroni_adj;Koroniai;;;;;;;;;;;;;x
b_asine;Asine;;;;;;;;;;;;;x
b_asine_adj;Asineni;;;;;;;;;;;;;x
b_dorion;Dorion;;;;;;;;;;;;;x
b_dorion_adj;Dorioan;;;;;;;;;;;;;x
b_phigaleia;Phigaleia;;;;;;;;;;;;;x
b_phigaleia_adj;Phigaleian;;;;;;;;;;;;;x
b_bassae;Bássae;;;;;;;;;;;;;x
b_bassae_adj;Bassaeni;;;;;;;;;;;;;x
b_lepreos;Lepreos;;;;;;;;;;;;;x
b_lepreos_adj;Lepreosi;;;;;;;;;;;;;x
b_sami;Sámi;;;;;;;;;;;;;x
b_sami_adj;Sámini;;;;;;;;;;;;;x
b_pylos;Pylos;;;;;;;;;;;;;x
b_pylos_adj;Pylosani;;;;;;;;;;;;;x
b_peristeria;Peristeria;;;;;;;;;;;;;x
b_peristeria_adj;Peristerian;;;;;;;;;;;;;x
b_amphigeneia;Amphigéneia;;;;;;;;;;;;;x
b_amphigeneia_adj;Amphigeneian;;;;;;;;;;;;;x
b_methone;Methone;;;;;;;;;;;;;x
b_methone_adj;Methonei;;;;;;;;;;;;;x
b_gerenia;Gerenía;;;;;;;;;;;;;x
b_gerenia_adj;Gereniai;;;;;;;;;;;;;x

###########Attica/Central Greece Baronies###########
b_athens;Athênai;;;;;;;;;;;;;x
b_athens_adj;Athênain;;;;;;;;;;;;;x
b_pireas;Peiraieús;;;;;;;;;;;;;x
b_pireas_adj;Peiraieúsian;;;;;;;;;;;;;x
b_penteli;Pentelikon;;;;;;;;;;;;;x
b_penteli_adj;Pentelikonan;;;;;;;;;;;;;x
b_brauron;Brauron;;;;;;;;;;;;;x
b_brauron_adj;Brauronan;;;;;;;;;;;;;x
b_eleusis;Eleusis;;;;;;;;;;;;;x
b_eleusis_adj;Eleusisian;;;;;;;;;;;;;x
b_marathon;Marathon;;;;;;;;;;;;;x
b_marathon_adj;Marathonian;;;;;;;;;;;;;x
b_ramnous;Ramnous;;;;;;;;;;;;;x
b_ramnous_adj;Ramnousai;;;;;;;;;;;;;x
b_oropos;Oropos;;;;;;;;;;;;;x
b_oropos_adj;Oroposi;;;;;;;;;;;;;x
b_perati;Perati;;;;;;;;;;;;;x
b_perati_adj;Peratian;;;;;;;;;;;;;x
b_hymettus;Hymettos;;;;;;;;;;;;;x
b_hymettus_adj;Hymettosi;;;;;;;;;;;;;x
b_thorikos;Thorikos;;;;;;;;;;;;;x
b_thorikos_adj;Thorikosai;;;;;;;;;;;;;x
b_lavrion;Lavrio;;;;;;;;;;;;;x
b_lavrion_adj;Lavrion;;;;;;;;;;;;;x
b_sounio;Akron Soúnion;;;;;;;;;;;;;x
b_sounio_adj;Soúnionai;;;;;;;;;;;;;x
b_platea;Plataia;;;;;;;;;;;;;x
b_platea_adj;Plataian;;;;;;;;;;;;;x
b_thespiae;Thespiaí;;;;;;;;;;;;;x
b_thespiae_adj;Thespiaían;;;;;;;;;;;;;x
b_leuctra;Leuktra;;;;;;;;;;;;;x
b_leuctra_adj;Leuktran;;;;;;;;;;;;;x
b_eutresis;Eutresis;;;;;;;;;;;;;x
b_eutresis_adj;Eutresisian;;;;;;;;;;;;;x
b_thebes;Thêbai;;;;;;;;;;;;;x
b_thebes_adj;Thêbaian;;;;;;;;;;;;;x
b_gla;Gla;;;;;;;;;;;;;x
b_gla_adj;Glani;;;;;;;;;;;;;x
b_orchomenos;Orchomenos;;;;;;;;;;;;;x
b_orchomenos_adj;Orchomenosi;;;;;;;;;;;;;x
b_cynus;Kynos;;;;;;;;;;;;;x
b_cynus_adj;Kynosi;;;;;;;;;;;;;x
b_aulis;Aulis;;;;;;;;;;;;;x
b_aulis_adj;Aulisan;;;;;;;;;;;;;x
b_hyria;Hyrie;;;;;;;;;;;;;x
b_hyria_adj;Hyriai;;;;;;;;;;;;;x
b_opus;Opoûs;;;;;;;;;;;;;x
b_opus_adj;Opoûsian;;;;;;;;;;;;;x
b_copae;Copae;;;;;;;;;;;;;x
b_copae_adj;Copaean;;;;;;;;;;;;;x
b_ocalea;Okalea;;;;;;;;;;;;;x
b_ocalea_adj;Okalean;;;;;;;;;;;;;x
b_elatia;Elateia;;;;;;;;;;;;;x
b_elatia_adj;Elateian;;;;;;;;;;;;;x
b_chaeronea;Khaironeia;;;;;;;;;;;;;x
b_chaeronea_adj;Khaironeia;;;;;;;;;;;;;x
b_thisbe;Thisbae;;;;;;;;;;;;;x
b_thisbe_adj;Thisbaen;;;;;;;;;;;;;x
b_onchestus;Onchestos;;;;;;;;;;;;;x
b_onchestus_adj;Onchestosi;;;;;;;;;;;;;x
b_dium;Dion;;;;;;;;;;;;;x
b_dium_adj;Dionian;;;;;;;;;;;;;x
b_artemiaio;Artemisio;;;;;;;;;;;;;x
b_artemiaio_adj;Artemisian;;;;;;;;;;;;;x
b_kerynthos;Kerynthos;;;;;;;;;;;;;x
b_kerynthos_adj;Kerynthosi;;;;;;;;;;;;;x
b_histaea;Histaea;;;;;;;;;;;;;x
b_histaea_adj;Histaean;;;;;;;;;;;;;x
b_antron;Antron;;;;;;;;;;;;;x
b_antron_adj;Antronai;;;;;;;;;;;;;x
b_eretria;Eretria;;;;;;;;;;;;;x
b_eretria_adj;Eretrian;;;;;;;;;;;;;x
b_chalkis;Chalkís;;;;;;;;;;;;;x
b_chalkis_adj;Chalkís;;;;;;;;;;;;;x
b_kymi;Kýme;;;;;;;;;;;;;x
b_kymi_adj;Kýmeni;;;;;;;;;;;;;x
b_lefkandi;Lefkandi;;;;;;;;;;;;;x
b_lefkandi_adj;Lefkandian;;;;;;;;;;;;;x
b_dystos;Dystos;;;;;;;;;;;;;x
b_dystos_adj;Dystosian;;;;;;;;;;;;;x
b_styra;Styra;;;;;;;;;;;;;x
b_styra_adj;Styrai;;;;;;;;;;;;;x
b_karystos;Carystus;;;;;;;;;;;;;x
b_karystos_adj;Carystusi;;;;;;;;;;;;;x
b_peparethos;Peparethos;;;;;;;;;;;;;x
b_peparethos_adj;Peparethosi;;;;;;;;;;;;;x
b_skiothos;Skíathos;;;;;;;;;;;;;x
b_skiothos_adj;Skíathosi;;;;;;;;;;;;;x
b_skopelos;Skopelos;;;;;;;;;;;;;x
b_skopelos_adj;Skopelosi;;;;;;;;;;;;;x
b_eudemia;Eudemia;;;;;;;;;;;;;x
b_eudemia_adj;Eudemian;;;;;;;;;;;;;x
b_ikos;Ikos;;;;;;;;;;;;;x
b_ikos_adj;Ikosi;;;;;;;;;;;;;x
b_gerontia;Gioura;;;;;;;;;;;;;x
b_gerontia_adj;Giourani;;;;;;;;;;;;;x

###########Thessalyian Baronies###########


###########Chalcidician Baronies###########
